size,q_shared_skills,hamming_avg,workcount_range,skill_q_range,skill_variation,control
4,0,7.833333333333333,7,3,0.7142857142857143,False
4,0,7.833333333333333,7,3,0.7142857142857143,False
4,0,17.833333333333332,13,4,0.75,False
4,0,17.833333333333332,13,4,0.75,False
5,0,9.0,7,4,0.5882352941176471,False
5,0,9.0,7,4,0.5882352941176471,False
4,1,5.5,7,4,0.6,False
4,1,5.5,7,4,0.6,False
4,0,20.0,6,4,0.6153846153846154,False
4,0,20.0,6,4,0.6153846153846154,False
4,0,13.333333333333334,13,4,0.6875,False
4,0,13.333333333333334,13,4,0.6875,False
4,0,8.833333333333334,13,2,0.7222222222222222,False
4,0,8.833333333333334,13,2,0.7222222222222222,False
4,0,15.5,13,3,0.8,False
4,0,15.5,13,3,0.8,False
4,0,11.0,13,4,0.75,False
4,0,11.0,13,4,0.75,False
4,0,18.166666666666668,13,4,0.7777777777777778,False
4,0,18.166666666666668,13,4,0.7777777777777778,False
4,0,12.833333333333334,13,4,0.7333333333333333,False
4,0,12.833333333333334,13,4,0.7333333333333333,False
3,0,1.3333333333333333,0,2,0.7777777777777778,False
3,0,1.3333333333333333,0,2,0.7777777777777778,False
4,0,16.0,13,2,0.6470588235294118,False
4,0,16.0,13,2,0.6470588235294118,False
4,0,13.666666666666666,13,3,0.7333333333333333,False
4,0,14.666666666666666,13,4,0.7692307692307693,False
4,0,14.666666666666666,13,4,0.7692307692307693,False
4,0,13.5,13,3,0.6666666666666666,False
4,0,13.5,13,3,0.6666666666666666,False
4,0,10.333333333333334,13,3,0.6875,False
4,0,5.833333333333333,7,3,0.6875,False
4,0,10.333333333333334,13,3,0.6875,False
4,0,5.833333333333333,7,3,0.6875,False
5,1,4.4,7,4,0.5,False
5,1,4.4,7,4,0.5,False
4,0,17.5,13,1,0.5789473684210527,False
4,0,17.5,13,1,0.5789473684210527,False
4,0,15.166666666666666,13,4,0.625,False
4,0,15.166666666666666,13,4,0.625,False
4,0,11.0,13,4,0.8461538461538461,False
4,0,11.0,13,4,0.8461538461538461,False
4,0,17.666666666666668,0,3,0.7142857142857143,False
4,0,17.666666666666668,0,3,0.7142857142857143,False
2,1,13.0,7,1,0.8888888888888888,False
2,1,13.0,7,1,0.8888888888888888,False
4,1,5.5,7,4,0.6666666666666666,False
4,1,5.5,7,4,0.6666666666666666,False
4,0,11.0,13,4,0.6875,False
4,0,11.0,13,4,0.6875,False
5,0,3.6,0,3,0.75,False
5,0,3.6,0,3,0.75,False
4,0,11.0,13,2,0.75,False
4,0,11.0,13,2,0.75,False
4,0,9.666666666666666,7,4,0.6923076923076923,False
4,0,9.666666666666666,7,4,0.6923076923076923,False
4,0,19.666666666666668,6,4,0.7333333333333333,False
4,0,19.666666666666668,6,4,0.7333333333333333,False
4,0,11.0,13,4,0.7333333333333333,False
4,0,11.0,13,4,0.7333333333333333,False
4,0,8.5,13,2,0.6666666666666666,False
4,0,8.5,13,2,0.6666666666666666,False
4,0,17.166666666666668,13,4,0.6923076923076923,False
4,0,17.166666666666668,13,4,0.6923076923076923,False
4,0,15.166666666666666,13,3,0.75,False
4,0,15.166666666666666,13,3,0.75,False
4,0,16.166666666666668,13,4,0.7142857142857143,False
4,0,16.166666666666668,13,4,0.7142857142857143,False
4,1,14.833333333333334,13,3,0.6666666666666666,False
4,1,14.833333333333334,13,3,0.6666666666666666,False
4,0,6.166666666666667,7,4,0.8181818181818182,False
4,0,6.166666666666667,7,4,0.8181818181818182,False
4,0,16.166666666666668,13,4,0.6923076923076923,False
4,0,16.166666666666668,13,4,0.6923076923076923,False
4,0,9.333333333333334,7,3,0.5714285714285714,False
4,0,9.333333333333334,7,3,0.5714285714285714,False
4,0,15.5,13,3,0.7692307692307693,False
4,0,15.5,13,3,0.7692307692307693,False
4,0,6.5,7,3,0.6875,False
4,0,6.5,7,3,0.6875,False
4,0,13.5,13,4,0.7142857142857143,False
4,0,13.5,13,4,0.7142857142857143,False
4,0,10.333333333333334,7,4,0.75,False
4,0,10.333333333333334,7,4,0.75,False
4,0,13.833333333333334,13,3,0.6875,False
4,0,13.833333333333334,13,3,0.6875,False
4,0,16.666666666666668,6,4,0.7142857142857143,False
4,0,16.666666666666668,6,4,0.7142857142857143,False
4,0,12.833333333333334,13,4,0.8,False
4,0,12.833333333333334,13,4,0.8,False
4,0,8.5,13,2,0.625,False
4,0,8.5,13,2,0.625,False
4,0,11.0,13,1,0.631578947368421,False
4,0,13.833333333333334,13,1,0.631578947368421,False
4,0,11.333333333333334,13,4,0.75,False
4,0,11.333333333333334,13,4,0.75,False
4,1,15.166666666666666,13,4,0.6666666666666666,False
4,0,14.333333333333334,6,4,0.7857142857142857,False
4,1,15.166666666666666,13,4,0.6666666666666666,False
4,0,14.333333333333334,6,4,0.7857142857142857,False
4,0,14.5,13,4,0.8125,False
4,0,14.5,13,4,0.8125,False
4,0,14.5,13,1,0.6666666666666666,False
4,0,14.5,13,1,0.6666666666666666,False
4,0,12.666666666666666,6,2,0.6470588235294118,False
4,0,12.5,13,2,0.6470588235294118,False
4,0,12.666666666666666,6,2,0.6470588235294118,False
4,0,12.5,13,2,0.6470588235294118,False
4,0,16.5,13,4,0.7333333333333333,False
4,0,16.5,13,4,0.7333333333333333,False
4,0,12.0,13,2,0.7222222222222222,False
4,0,12.0,13,2,0.7222222222222222,False
4,0,17.0,6,4,0.7333333333333333,False
4,0,15.166666666666666,13,4,0.7333333333333333,False
4,0,11.0,13,1,0.631578947368421,False
